"","y1","y2","y3","conc","ABS","smp","Tests"
"689","1.0292956","0.9295482","0.9768822","0.15","1.617","Standard 1","Oct20"
"690","1.0536537","0.9515458","1.0000000","0.00","1.682","Standard 0","Oct20"
"691","0.6329822","0.5716409","0.6007498",NA,"0.990","Positive Control","Oct20"
"692","1.2261356","1.1073127","1.1636988",NA,"1.888","PIB F","Oct20"
"693","1.0394997","0.9387634","0.9865667",NA,"1.564","PIB R","Oct20"
"694","1.2093483","1.0921522","1.1477663",NA,"1.859","LEU F","Oct20"
"695","1.0309414","0.9310345","0.9784442",NA,"1.642","LEU R","Oct20"
"696","1.1329822","1.0231867","1.0752890",NA,"1.784","MH F","Oct20"
"697","1.1968400","1.0808561","1.1358950",NA,"1.878","MH R","Oct20"
"698","1.0487163","0.9470868","0.9953140",NA,"1.647","KI F","Oct20"
"699","1.0566162","0.9542212","1.0028116",NA,"1.689","KI R","Oct20"
"700","1.0872284","0.9818668","1.0318650",NA,"1.687","VER F","Oct20"
"701","1.0394997","0.9387634","0.9865667",NA,"1.594","PIB R","Oct20"
"702","1.2093483","1.0921522","1.1477663",NA,"1.815","LEU F","Oct20"
"703","1.0309414","0.9310345","0.9784442",NA,"1.490","LEU R","Oct20"
"704","1.1329822","1.0231867","1.0752890",NA,"1.658","MH F","Oct20"
"705","1.1968400","1.0808561","1.1358950",NA,"1.758","MH R","Oct20"
"706","1.0487163","0.9470868","0.9953140",NA,"1.539","KI F","Oct20"
"707","1.0566162","0.9542212","1.0028116",NA,"1.521","KI R","Oct20"
"708","1.0872284","0.9818668","1.0318650",NA,"1.616","VER F","Oct20"
"709","1.0115207","0.9134958","0.9600125",NA,"1.520","VER R","Oct20"
"710","0.9680711","0.8742568","0.9187754",NA,"1.456","BIM Int.","Oct20"
"711","0.8614220","0.7779429","0.8175570",NA,"1.345","BIM 1","Oct20"
"712","0.9269256","0.8370987","0.8797251",NA,"1.319","BIM 2","Oct20"
"713","0.9035550","0.8159929","0.8575445",NA,"1.316","BIM 3","Oct20"
"714","1.0023041","0.9051724","0.9512652",NA,"1.600","BIM 4","Oct20"
"715","0.9644503","0.8709869","0.9153390",NA,"1.516","BIM 5","Oct20"
"716","0.8982883","0.8112366","0.8525461",NA,"1.371","BIM 6","Oct20"
"717","1.0115207","0.9134958","0.9600125",NA,"1.553","VER R","Oct20"
"718","0.9680711","0.8742568","0.9187754",NA,"1.485","BIM Int.","Oct20"
"719","0.8614220","0.7779429","0.8175570",NA,"1.272","BIM 1","Oct20"
"720","0.9269256","0.8370987","0.8797251",NA,"1.497","BIM 2","Oct20"
"721","0.9035550","0.8159929","0.8575445",NA,"1.429","BIM 3","Oct20"
"722","1.0023041","0.9051724","0.9512652",NA,"1.445","BIM 4","Oct20"
"723","0.9644503","0.8709869","0.9153390",NA,"1.414","BIM 5","Oct20"
"724","0.8982883","0.8112366","0.8525461",NA,"1.358","BIM 6","Oct20"
"725","0.9526004","0.8602854","0.9040925",NA,"1.339","BIM 7","Oct20"
"726","0.9608295","0.8677170","0.9119025",NA,"1.436","BIM 8","Oct20"
"727","0.9354839","0.8448276","0.8878475",NA,"1.498","BIM 9","Oct20"
"728","0.9608295","0.8677170","0.9119025",NA,"1.451","BIM 10","Oct20"
"729","0.8903884","0.8041023","0.8450484",NA,"1.497","BIM 11","Oct20"
"730","0.9242923","0.8347206","0.8772259",NA,"1.365","BIM 12","Oct20"
"731","0.9121132","0.8237218","0.8656670",NA,"1.474","BIM 13","Oct20"
"732","0.8564845","0.7734839","0.8128710",NA,"1.320","BIM 14","Oct20"
"733","0.9526004","0.8602854","0.9040925",NA,"1.555","BIM 7","Oct20"
"734","0.9608295","0.8677170","0.9119025",NA,"1.483","BIM 8","Oct20"
"735","0.9354839","0.8448276","0.8878475",NA,"1.344","BIM 9","Oct20"
"736","0.9608295","0.8677170","0.9119025",NA,"1.468","BIM 10","Oct20"
"737","0.8903884","0.8041023","0.8450484",NA,"1.208","BIM 11","Oct20"
"738","0.9242923","0.8347206","0.8772259",NA,"1.443","BIM 12","Oct20"
"739","0.9121132","0.8237218","0.8656670",NA,"1.297","BIM 13","Oct20"
"740","0.8564845","0.7734839","0.8128710",NA,"1.282","BIM 14","Oct20"
"741","0.8423305","0.7607015","0.7994377",NA,"1.328","BIM 15","Oct20"
"742","0.9539171","0.8614744","0.9053421",NA,"1.439","BIM 16","Oct20"
"743","0.8877551","0.8017241","0.8425492",NA,"1.365","BIM 17","Oct20"
"744","0.8064516","0.7282996","0.7653858",NA,"1.231","BIM 18","Oct20"
"745","0.8327847","0.7520809","0.7903780",NA,"1.270","BIM 19","Oct20"
"746","0.9213298","0.8320452","0.8744142",NA,"1.307","BIM 20","Oct20"
"747","0.9667544","0.8730678","0.9175258",NA,"1.366","BIM 21","Oct20"
"748","1.0141540","0.9158740","0.9625117",NA,"1.500","BIM 22","Oct20"
"749","0.8423305","0.7607015","0.7994377",NA,"1.231","BIM 15","Oct20"
"750","0.9539171","0.8614744","0.9053421",NA,"1.459","BIM 16","Oct20"
"751","0.8877551","0.8017241","0.8425492",NA,"1.332","BIM 17","Oct20"
"752","0.8064516","0.7282996","0.7653858",NA,"1.219","BIM 18","Oct20"
"753","0.8327847","0.7520809","0.7903780",NA,"1.260","BIM 19","Oct20"
"754","0.9213298","0.8320452","0.8744142",NA,"1.492","BIM 20","Oct20"
"755","0.9667544","0.8730678","0.9175258",NA,"1.571","BIM 21","Oct20"
"756","1.0141540","0.9158740","0.9625117",NA,"1.581","BIM 22","Oct20"
"757","0.9697169","0.8757432","0.9203374",NA,"1.462","BIM 23","Oct20"
"758","0.9680711","0.8742568","0.9187754",NA,"1.611","BIM 24","Oct20"
"759","0.9697169","0.8757432","0.9203374",NA,"1.484","BIM 23","Oct20"
"760","0.9680711","0.8742568","0.9187754",NA,"1.330","BIM 24","Oct20"
"761","0.3078556","0.3189150","0.3132877","5.00","0.416","Standard 5","Sep02"
"762","0.3658882","0.3790323","0.3723443","2.00","0.526","Standard 4","Sep02"
"763","0.4872611","0.5047654","0.4958588","1.00","0.671","Standard 3","Sep02"
"764","0.6864827","0.7111437","0.6985956","0.40","0.946","Standard 2","Sep02"
"765","0.8789809","0.9105572","0.8944905","0.15","1.229","Standard 1","Sep02"
"766","0.9826610","1.0179619","1.0000000","0.00","1.413","Standard 0","Sep02"
"767","0.4674452","0.4842375","0.4756932",NA,"0.670","Positive Control","Sep02"
"768","0.8630573","0.8940616","0.8782859",NA,"1.206","PIB F","Sep02"
"769","0.3078556","0.3189150","0.3132877","5.00","0.454","Standard 5","Sep02"
"770","0.3658882","0.3790323","0.3723443","2.00","0.508","Standard 4","Sep02"
"771","0.4872611","0.5047654","0.4958588","1.00","0.706","Standard 3","Sep02"
"772","0.6864827","0.7111437","0.6985956","0.40","0.994","Standard 2","Sep02"
"773","0.8789809","0.9105572","0.8944905","0.15","1.255","Standard 1","Sep02"
"774","0.9826610","1.0179619","1.0000000","0.00","1.364","Standard 0","Sep02"
"775","0.4674452","0.4842375","0.4756932",NA,"0.651","Positive Control","Sep02"
"776","0.8630573","0.8940616","0.8782859",NA,"1.233","PIB F","Sep02"
"777","0.7565464","0.7837243","0.7698956",NA,"1.056","PIB R","Sep02"
"778","1.0056617","1.0417889","1.0234066",NA,"1.393","LEU F","Sep02"
"779","0.2852088","0.2954545","0.2902413",NA,"0.422","LEU R","Sep02"
"780","1.0162774","1.0527859","1.0342096",NA,"1.354","MH F","Sep02"
"781","0.8673036","0.8984604","0.8826071",NA,"1.243","MH R","Sep02"
"782","0.9844303","1.0197947","1.0018005",NA,"1.443","VER F","Sep02"
"783","0.8347488","0.8647361","0.8494779",NA,"1.149","VER R","Sep02"
"784","0.9469214","0.9809384","0.9636298",NA,"1.281","KI F","Sep02"
"785","0.7565464","0.7837243","0.7698956",NA,"1.082","PIB R","Sep02"
"786","1.0056617","1.0417889","1.0234066",NA,"1.449","LEU F","Sep02"
"787","0.2852088","0.2954545","0.2902413",NA,"0.384","LEU R","Sep02"
"788","1.0162774","1.0527859","1.0342096",NA,"1.518","MH F","Sep02"
"789","0.8673036","0.8984604","0.8826071",NA,"1.208","MH R","Sep02"
"790","0.9844303","1.0197947","1.0018005",NA,"1.339","VER F","Sep02"
"791","0.8347488","0.8647361","0.8494779",NA,"1.210","VER R","Sep02"
"792","0.9469214","0.9809384","0.9636298",NA,"1.395","KI F","Sep02"
"793","0.4805379","0.4978006","0.4890169",NA,"0.656","KI R","Sep02"
"794","1.0201699","1.0568182","1.0381707",NA,"1.425","CP F","Sep02"
"795","0.4373673","0.4530792","0.4450846",NA,"0.671","CP R","Sep02"
"796","0.4055202","0.4200880","0.4126755",NA,"0.597","CC045","Sep02"
"797","0.8205945","0.8500733","0.8350738",NA,"1.208","CC046","Sep02"
"798","0.8319179","0.8618035","0.8465970",NA,"1.270","CC047","Sep02"
"799","0.6019108","0.6235337","0.6125315",NA,"0.861","CC048","Sep02"
"800","0.9016277","0.9340176","0.9175369",NA,"1.210","CC049","Sep02"
"801","0.4805379","0.4978006","0.4890169",NA,"0.702","KI R","Sep02"
"802","1.0201699","1.0568182","1.0381707",NA,"1.458","CP F","Sep02"
"803","0.4373673","0.4530792","0.4450846",NA,"0.565","CP R","Sep02"
"804","0.4055202","0.4200880","0.4126755",NA,"0.549","CC045","Sep02"
"805","0.8205945","0.8500733","0.8350738",NA,"1.111","CC046","Sep02"
"806","0.8319179","0.8618035","0.8465970",NA,"1.081","CC047","Sep02"
"807","0.6019108","0.6235337","0.6125315",NA,"0.840","CC048","Sep02"
"808","0.9016277","0.9340176","0.9175369",NA,"1.338","CC049","Sep02"
"809","1.0077849","1.0439883","1.0255672",NA,"1.391","CC050","Sep02"
"810","0.6634820","0.6873167","0.6751891",NA,"0.988","CC051","Sep02"
"811","0.5661713","0.5865103","0.5761613",NA,"0.830","SL077","Sep02"
"812","0.3924275","0.4065249","0.3993518",NA,"0.507","SL083","Sep02"
"813","0.6875442","0.7122434","0.6996759",NA,"1.013","SL088","Sep02"
"814","0.7940552","0.8225806","0.8080663",NA,"1.108","SL091","Sep02"
"815","0.6726822","0.6968475","0.6845517",NA,"1.025","SL094","Sep02"
"816","1.0077849","1.0439883","1.0255672",NA,"1.457","CC050","Sep02"
"817","0.6634820","0.6873167","0.6751891",NA,"0.887","CC051","Sep02"
"818","0.5661713","0.5865103","0.5761613",NA,"0.770","SL077","Sep02"
"819","0.3924275","0.4065249","0.3993518",NA,"0.602","SL083","Sep02"
"820","0.6875442","0.7122434","0.6996759",NA,"0.930","SL088","Sep02"
"821","0.7940552","0.8225806","0.8080663",NA,"1.136","SL091","Sep02"
"822","0.6726822","0.6968475","0.6845517",NA,"0.876","SL094","Sep02"
"823","0.2147523","0.2471805","0.2298281","5.00","0.373","Standard 5","Sep08"
"824","0.2857921","0.3289474","0.3058549","2.00","0.524","Standard 4","Sep08"
"825","0.3826892","0.4404762","0.4095543","1.00","0.709","Standard 3","Sep08"
"826","0.5851932","0.6735589","0.6262744","0.40","0.925","Standard 2","Sep08"
"827","0.7588459","0.8734336","0.8121177","0.15","1.308","Standard 1","Sep08"
"828","0.9344039","1.0755013","1.0000000","0.00","1.837","Standard 0","Sep08"
"829","0.4436581","0.5106516","0.4748034",NA,"0.750","Positive Control","Sep08"
"830","0.8448557","0.9724311","0.9041655",NA,"1.593","PIB F","Sep08"
"831","0.2147523","0.2471805","0.2298281","5.00","0.416","Standard 5","Sep08"
"832","0.2857921","0.3289474","0.3058549","2.00","0.526","Standard 4","Sep08"
"833","0.3826892","0.4404762","0.4095543","1.00","0.697","Standard 3","Sep08"
"834","0.5851932","0.6735589","0.6262744","0.40","1.225","Standard 2","Sep08"
"835","0.7588459","0.8734336","0.8121177","0.15","1.480","Standard 1","Sep08"
"836","0.9344039","1.0755013","1.0000000","0.00","1.596","Standard 0","Sep08"
"837","0.4436581","0.5106516","0.4748034",NA,"0.880","Positive Control","Sep08"
"838","0.8448557","0.9724311","0.9041655",NA,"1.511","PIB F","Sep08"
"839","0.5136091","0.5911654","0.5496650",NA,"0.904","PIB R","Sep08"
"840","0.7275449","0.8374060","0.7786193",NA,"1.354","LEU F","Sep08"
"841","0.3094720","0.3562030","0.3311972",NA,"0.593","LEU R","Sep08"
"842","0.8990201","1.0347744","0.9621322",NA,"1.778","MH F","Sep08"
"843","0.9139902","1.0520050","0.9781532",NA,"1.758","MH R","Sep08"
"844","0.8105607","0.9329574","0.8674629",NA,"1.572","KI F","Sep08"
"845","0.7939575","0.9138471","0.8496941",NA,"1.530","KI R","Sep08"
"846","0.9891127","1.1384712","1.0585494",NA,"1.675","CP F","Sep08"
"847","0.5136091","0.5911654","0.5496650",NA,"0.983","PIB R","Sep08"
"848","0.7275449","0.8374060","0.7786193",NA,"1.319","LEU F","Sep08"
"849","0.3094720","0.3562030","0.3311972",NA,"0.544","LEU R","Sep08"
"850","0.8990201","1.0347744","0.9621322",NA,"1.525","MH F","Sep08"
"851","0.9139902","1.0520050","0.9781532",NA,"1.600","MH R","Sep08"
"852","0.8105607","0.9329574","0.8674629",NA,"1.406","KI F","Sep08"
"853","0.7939575","0.9138471","0.8496941",NA,"1.387","KI R","Sep08"
"854","0.9891127","1.1384712","1.0585494",NA,"1.959","CP F","Sep08"
"855","0.5362003","0.6171679","0.5738421",NA,"0.951","CP R","Sep08"
"856","0.3418617","0.3934837","0.3658608",NA,"0.586","CC052","Sep08"
"857","0.4809472","0.5535714","0.5147102",NA,"0.929","CC053","Sep08"
"858","0.3405008","0.3919173","0.3644043",NA,"0.616","CC054","Sep08"
"859","0.4096353","0.4714912","0.4383921",NA,"0.800","CC055","Sep08"
"860","0.4082744","0.4699248","0.4369356",NA,"0.774","CC056","Sep08"
"861","0.3083832","0.3549499","0.3300320",NA,"0.571","CC057","Sep08"
"862","0.4393032","0.5056391","0.4701427",NA,"0.744","CC058","Sep08"
"863","0.5362003","0.6171679","0.5738421",NA,"1.019","CP R","Sep08"
"864","0.3418617","0.3934837","0.3658608",NA,"0.670","CC052","Sep08"
"865","0.4809472","0.5535714","0.5147102",NA,"0.838","CC053","Sep08"
"866","0.3405008","0.3919173","0.3644043",NA,"0.635","CC054","Sep08"
"867","0.4096353","0.4714912","0.4383921",NA,"0.705","CC055","Sep08"
"868","0.4082744","0.4699248","0.4369356",NA,"0.726","CC056","Sep08"
"869","0.3083832","0.3549499","0.3300320",NA,"0.562","CC057","Sep08"
"870","0.4393032","0.5056391","0.4701427",NA,"0.870","CC058","Sep08"
"871","0.4855743","0.5588972","0.5196621",NA,"0.867","CC059","Sep08"
"872","0.8255308","0.9501880","0.8834838",NA,"1.464","CC060","Sep08"
"873","0.3369624","0.3878446","0.3606175",NA,"0.667","CC061","Sep08"
"874","0.7221013","0.8311404","0.7727935",NA,"1.216","CC062","Sep08"
"875","0.4221557","0.4859023","0.4517914",NA,"0.785","CC063","Sep08"
"876","0.8443114","0.9718045","0.9035829",NA,"1.452","Avon Int.","Sep08"
"877","0.8056614","0.9273183","0.8622196",NA,"1.482","SL098","Sep08"
"878","0.3992923","0.4595865","0.4273230",NA,"0.749","SL099","Sep08"
"879","0.4855743","0.5588972","0.5196621",NA,"0.917","CC059","Sep08"
"880","0.8255308","0.9501880","0.8834838",NA,"1.569","CC060","Sep08"
"881","0.3369624","0.3878446","0.3606175",NA,"0.571","CC061","Sep08"
"882","0.7221013","0.8311404","0.7727935",NA,"1.437","CC062","Sep08"
"883","0.4221557","0.4859023","0.4517914",NA,"0.766","CC063","Sep08"
"884","0.8443114","0.9718045","0.9035829",NA,"1.650","Avon Int.","Sep08"
"885","0.8056614","0.9273183","0.8622196",NA,"1.478","SL098","Sep08"
"886","0.3992923","0.4595865","0.4273230",NA,"0.718","SL099","Sep08"
"887","0.2852477","0.3283208","0.3052724",NA,"0.530","SL0102","Sep08"
"888","0.5792052","0.6666667","0.6198660",NA,"1.105","SL0102 X 5","Sep08"
"889","0.2751769","0.3167293","0.2944946",NA,"0.521","MB18 July 18","Sep08"
"890","0.5255852","0.6049499","0.5624818",NA,"0.983","MB18 July 18 X5","Sep08"
"891","0.1379967","0.1588346","0.1476842",NA,"0.249","MB18 July 25","Sep08"
"892","0.2550354","0.2935464","0.2729391",NA,"0.472","MB18 July 25 X5","Sep08"
"893","0.1491562","0.1716792","0.1596271",NA,"0.280","MB18 July 31","Sep08"
"894","0.3209036","0.3693609","0.3434314",NA,"0.601","MB18 July 31 X5","Sep08"
"895","0.2852477","0.3283208","0.3052724",NA,"0.518","SL0102","Sep08"
"896","0.5792052","0.6666667","0.6198660",NA,"1.023","SL0102 X 5","Sep08"
"897","0.2751769","0.3167293","0.2944946",NA,"0.490","MB18 July 18","Sep08"
"898","0.5255852","0.6049499","0.5624818",NA,"0.948","MB18 July 18 X5","Sep08"
"899","0.1379967","0.1588346","0.1476842",NA,"0.258","MB18 July 25","Sep08"
"900","0.2550354","0.2935464","0.2729391",NA,"0.465","MB18 July 25 X5","Sep08"
"901","0.1491562","0.1716792","0.1596271",NA,"0.268","MB18 July 31","Sep08"
"902","0.3209036","0.3693609","0.3434314",NA,"0.578","MB18 July 31 X5","Sep08"
"903","0.1518781","0.1748120","0.1625401",NA,"0.299","MB18 Aug 4","Sep08"
"904","0.2479586","0.2854010","0.2653656",NA,"0.420","MB18 Aug 4 X 5","Sep08"
"905","0.1238432","0.1425439","0.1325371",NA,"0.216","MB18 Aug 15","Sep08"
"906","0.2474143","0.2847744","0.2647830",NA,"0.449","MB18 Aug 15 X5","Sep08"
"907","0.4335874","0.4990602","0.4640256",NA,"0.785","4P July 18","Sep08"
"908","0.5579750","0.6422306","0.5971454",NA,"0.912","4P July 25","Sep08"
"909","0.3377790","0.3887845","0.3614914",NA,"0.593","4P July 31","Sep08"
"910","0.4123571","0.4746241","0.4413050",NA,"0.728","4P Aug 4","Sep08"
"911","0.1518781","0.1748120","0.1625401",NA,"0.259","MB18 Aug 4","Sep08"
"912","0.2479586","0.2854010","0.2653656",NA,"0.491","MB18 Aug 4 X 5","Sep08"
"913","0.1238432","0.1425439","0.1325371",NA,"0.239","MB18 Aug 15","Sep08"
"914","0.2474143","0.2847744","0.2647830",NA,"0.460","MB18 Aug 15 X5","Sep08"
"915","0.4335874","0.4990602","0.4640256",NA,"0.808","4P July 18","Sep08"
"916","0.5579750","0.6422306","0.5971454",NA,"1.138","4P July 25","Sep08"
"917","0.3377790","0.3887845","0.3614914",NA,"0.648","4P July 31","Sep08"
"918","0.4123571","0.4746241","0.4413050",NA,"0.787","4P Aug 4","Sep08"
"919","0.2532646","0.2756171","0.2639685","5.00","0.342","Standard 5","Sep15"
"920","0.3154639","0.3433059","0.3287966","2.00","0.432","Standard 4","Sep15"
"921","0.4663230","0.5074794","0.4860315","1.00","0.720","Standard 3","Sep15"
"922","0.6859107","0.7464473","0.7148997","0.40","0.917","Standard 2","Sep15"
"923","0.8171821","0.8893044","0.8517192","0.15","1.140","Standard 1","Sep15"
"924","0.9594502","1.0441286","1.0000000","0.00","1.455","Standard 0","Sep15"
"925","0.4872852","0.5302917","0.5078797",NA,"0.674","Positive Control","Sep15"
"926","0.9835052","1.0703067","1.0250716",NA,"1.394","PIB F","Sep15"
"927","0.2532646","0.2756171","0.2639685","5.00","0.395","Standard 5","Sep15"
"928","0.3154639","0.3433059","0.3287966","2.00","0.486","Standard 4","Sep15"
"929","0.4663230","0.5074794","0.4860315","1.00","0.637","Standard 3","Sep15"
"930","0.6859107","0.7464473","0.7148997","0.40","1.079","Standard 2","Sep15"
"931","0.8171821","0.8893044","0.8517192","0.15","1.238","Standard 1","Sep15"
"932","0.9594502","1.0441286","1.0000000","0.00","1.337","Standard 0","Sep15"
"933","0.4872852","0.5302917","0.5078797",NA,"0.744","Positive Control","Sep15"
"934","0.9835052","1.0703067","1.0250716",NA,"1.468","PIB F","Sep15"
"935","0.6024055","0.6555722","0.6278653",NA,"0.937","PIB R","Sep15"
"936","0.9993127","1.0875093","1.0415473",NA,"1.429","LEU F","Sep15"
"937","0.3532646","0.3844428","0.3681948",NA,"0.498","LEU R","Sep15"
"938","1.0292096","1.1200449","1.0727077",NA,"1.458","MH F","Sep15"
"939","0.8993127","0.9786836","0.9373209",NA,"1.347","MH R","Sep15"
"940","0.9597938","1.0445026","1.0003582",NA,"1.404","KI F #1","Sep15"
"941","0.9072165","0.9872850","0.9455587",NA,"1.315","KI F #2","Sep15"
"942","0.9735395","1.0594615","1.0146848",NA,"1.424","CP F","Sep15"
"943","0.6024055","0.6555722","0.6278653",NA,"0.816","PIB R","Sep15"
"944","0.9993127","1.0875093","1.0415473",NA,"1.479","LEU F","Sep15"
"945","0.3532646","0.3844428","0.3681948",NA,"0.530","LEU R","Sep15"
"946","1.0292096","1.1200449","1.0727077",NA,"1.537","MH F","Sep15"
"947","0.8993127","0.9786836","0.9373209",NA,"1.270","MH R","Sep15"
"948","0.9597938","1.0445026","1.0003582",NA,"1.389","KI F #1","Sep15"
"949","0.9072165","0.9872850","0.9455587",NA,"1.325","KI F #2","Sep15"
"950","0.9735395","1.0594615","1.0146848",NA,"1.409","CP F","Sep15"
"951","0.3216495","0.3500374","0.3352436",NA,"0.527","CP R","Sep15"
"952","0.9432990","1.0265520","0.9831662",NA,"1.329","VER F ","Sep15"
"953","0.8783505","0.9558714","0.9154728",NA,"1.293","VER R","Sep15"
"954","0.4604811","0.5011219","0.4799427",NA,"0.614","BIM Int.","Sep15"
"955","0.5625430","0.6121915","0.5863181",NA,"0.813","BIM Int. 1/2","Sep15"
"956","0.7810997","0.8500374","0.8141117",NA,"1.150","BIM Int. x5","Sep15"
"957","0.8006873","0.8713538","0.8345272",NA,"1.157","BIM Int x10","Sep15"
"958","0.1670103","0.1817502","0.1740688",NA,"0.247","CC064","Sep15"
"959","0.3216495","0.3500374","0.3352436",NA,"0.409","CP R","Sep15"
"960","0.9432990","1.0265520","0.9831662",NA,"1.416","VER F ","Sep15"
"961","0.8783505","0.9558714","0.9154728",NA,"1.263","VER R","Sep15"
"962","0.4604811","0.5011219","0.4799427",NA,"0.726","BIM Int.","Sep15"
"963","0.5625430","0.6121915","0.5863181",NA,"0.824","BIM Int. 1/2","Sep15"
"964","0.7810997","0.8500374","0.8141117",NA,"1.123","BIM Int. x5","Sep15"
"965","0.8006873","0.8713538","0.8345272",NA,"1.173","BIM Int x10","Sep15"
"966","0.1670103","0.1817502","0.1740688",NA,"0.239","CC064","Sep15"
"967","0.2532646","0.2756171","0.2639685","5.00","0.342","Standard 5","Sep156"
"968","0.3154639","0.3433059","0.3287966","2.00","0.432","Standard 4","Sep156"
"969","0.4663230","0.5074794","0.4860315","1.00","0.720","Standard 3","Sep156"
"970","0.6859107","0.7464473","0.7148997","0.40","0.917","Standard 2","Sep156"
"971","0.8171821","0.8893044","0.8517192","0.15","1.140","Standard 1","Sep156"
"972","0.9594502","1.0441286","1.0000000","0.00","1.455","Standard 0","Sep156"
"973","0.4872852","0.5302917","0.5078797",NA,"0.674","Positive Control","Sep156"
"974","0.9835052","1.0703067","1.0250716",NA,"1.394","PIB F","Sep156"
"975","0.2532646","0.2756171","0.2639685","5.00","0.395","Standard 5","Sep156"
"976","0.3154639","0.3433059","0.3287966","2.00","0.486","Standard 4","Sep156"
"977","0.4663230","0.5074794","0.4860315","1.00","0.637","Standard 3","Sep156"
"978","0.6859107","0.7464473","0.7148997","0.40","1.079","Standard 2","Sep156"
"979","0.8171821","0.8893044","0.8517192","0.15","1.238","Standard 1","Sep156"
"980","0.9594502","1.0441286","1.0000000","0.00","1.337","Standard 0","Sep156"
"981","0.4872852","0.5302917","0.5078797",NA,"0.744","Positive Control","Sep156"
"982","0.9835052","1.0703067","1.0250716",NA,"1.468","PIB F","Sep156"
"983","0.6024055","0.6555722","0.6278653",NA,"0.937","PIB R","Sep156"
"984","0.9993127","1.0875093","1.0415473",NA,"1.429","LEU F","Sep156"
"985","0.3532646","0.3844428","0.3681948",NA,"0.498","LEU R","Sep156"
"986","1.0292096","1.1200449","1.0727077",NA,"1.458","MH F","Sep156"
"987","0.8993127","0.9786836","0.9373209",NA,"1.347","MH R","Sep156"
"988","0.9597938","1.0445026","1.0003582",NA,"1.404","KI F #1","Sep156"
"989","0.9072165","0.9872850","0.9455587",NA,"1.315","KI F #2","Sep156"
"990","0.9735395","1.0594615","1.0146848",NA,"1.424","CP F","Sep156"
"991","0.6024055","0.6555722","0.6278653",NA,"0.816","PIB R","Sep156"
"992","0.9993127","1.0875093","1.0415473",NA,"1.479","LEU F","Sep156"
"993","0.3532646","0.3844428","0.3681948",NA,"0.530","LEU R","Sep156"
"994","1.0292096","1.1200449","1.0727077",NA,"1.537","MH F","Sep156"
"995","0.8993127","0.9786836","0.9373209",NA,"1.270","MH R","Sep156"
"996","0.9597938","1.0445026","1.0003582",NA,"1.389","KI F #1","Sep156"
"997","0.9072165","0.9872850","0.9455587",NA,"1.325","KI F #2","Sep156"
"998","0.9735395","1.0594615","1.0146848",NA,"1.409","CP F","Sep156"
"999","0.3216495","0.3500374","0.3352436",NA,"0.527","CP R","Sep156"
"1000","0.9432990","1.0265520","0.9831662",NA,"1.329","VER F ","Sep156"
"1001","0.8783505","0.9558714","0.9154728",NA,"1.293","VER R","Sep156"
"1002","0.4604811","0.5011219","0.4799427",NA,"0.614","BIM Int.","Sep156"
"1003","0.5625430","0.6121915","0.5863181",NA,"0.813","BIM Int. 1/2","Sep156"
"1004","0.7810997","0.8500374","0.8141117",NA,"1.150","BIM Int. x5","Sep156"
"1005","0.8006873","0.8713538","0.8345272",NA,"1.157","BIM Int x10","Sep156"
"1006","0.1670103","0.1817502","0.1740688",NA,"0.247","CC064","Sep156"
"1007","0.3216495","0.3500374","0.3352436",NA,"0.409","CP R","Sep156"
"1008","0.9432990","1.0265520","0.9831662",NA,"1.416","VER F ","Sep156"
"1009","0.8783505","0.9558714","0.9154728",NA,"1.263","VER R","Sep156"
"1010","0.4604811","0.5011219","0.4799427",NA,"0.726","BIM Int.","Sep156"
"1011","0.5625430","0.6121915","0.5863181",NA,"0.824","BIM Int. 1/2","Sep156"
"1012","0.7810997","0.8500374","0.8141117",NA,"1.123","BIM Int. x5","Sep156"
"1013","0.8006873","0.8713538","0.8345272",NA,"1.173","BIM Int x10","Sep156"
"1014","0.1670103","0.1817502","0.1740688",NA,"0.239","CC064","Sep156"
"1015","0.2983752","0.2921186","0.2952137","5.00","0.373","Standard 5","Sep22"
"1016","0.3618907","0.3543022","0.3580563","2.00","0.501","Standard 4","Sep22"
"1017","0.5018464","0.4913232","0.4965290","1.00","0.695","Standard 3","Sep22"
"1018","0.6879616","0.6735358","0.6806723","0.40","0.986","Standard 2","Sep22"
"1019","0.7965288","0.7798265","0.7880891","0.15","1.079","Standard 1","Sep22"
"1020","1.0107090","0.9895155","1.0000000","0.00","1.354","Standard 0","Sep22"
"1021","0.5177253","0.5068691","0.5122397",NA,"0.583","Positive Control","Sep22"
"1022","0.9926145","0.9718004","0.9820972",NA,"1.368","PIB F","Sep22"
"1023","0.2983752","0.2921186","0.2952137","5.00","0.435","Standard 5","Sep22"
"1024","0.3618907","0.3543022","0.3580563","2.00","0.479","Standard 4","Sep22"
"1025","0.5018464","0.4913232","0.4965290","1.00","0.664","Standard 3","Sep22"
"1026","0.6879616","0.6735358","0.6806723","0.40","0.877","Standard 2","Sep22"
"1027","0.7965288","0.7798265","0.7880891","0.15","1.078","Standard 1","Sep22"
"1028","1.0107090","0.9895155","1.0000000","0.00","1.383","Standard 0","Sep22"
"1029","0.5177253","0.5068691","0.5122397",NA,"0.819","Positive Control","Sep22"
"1030","0.9926145","0.9718004","0.9820972",NA,"1.320","PIB F","Sep22"
"1031","0.8482275","0.8304411","0.8392400",NA,"1.211","PIB R","Sep22"
